ID,Oras,Judet,Tip Artera,Nume Artera,Numar,Suprafata,Suprafata2,An,Finisaje,Latitudine,Longitudine,"Pret","Preț unitar
(€/m²)"
1286,Bontida,Cluj,,,,130,1400,<2000,inferior,47.06191247,23.90791905,36000,276.92
1287,Bontida,Cluj,,,,100,6000,<2000,inferior,47.06370618,23.90552831,35000,350
1288,Cuzdrioara,Cluj,,,,253,10700,2004,standard,47.11596309,23.85755463,79000,312.25
1289,Caseiu,Cluj,Strada,Randunicii,,149.5,5800,<2000,inferior,47.11789623,23.85086671,55000,367.89
1290,Gherla,Cluj,Strada,Dealul Florilor,1,241.5,300,1985,standard,47.13588239,23.88359922,97500,403.73
1291,Dej,Cluj,,,,160,400,1972,standard,47.13627233,23.87894459,100000,625
1292,Dej,Cluj,,,,263,250,<1990,inferior,47.14187718,23.88306447,149500,568.44
1293,Cuzdrioara,Cluj,,,,460,12900,2010,superior,47.14726901,23.92411347,169000,367.39
1294,Dej,Cluj,Strada,Nicolae Titulescu,34,71.3,590,<1990,inferior,47.14978101,23.86069266,45000,631.14
1295,Cuzdrioara,Cluj,,,,345,3800,>2000,standard,47.16933012,23.91570207,85000,246.38
1296,Caseiu,Cluj,,,,156,4000,1977,standard,47.17059711,23.94221735,70000,448.72
1297,Caseiu,Cluj,,,,103.5,8700,<1990,inferior,47.17100197,23.9425337,59000,570.05
1298,Mangalia,Constanta,Strada,Oituz,108,450,600,2005,standard,43.81505555,28.56566847,250000,555.56
1299,Negru Voda,Constanta,,,,122,594,1999,inferior,43.8155921,28.21673809,31065,254.63
1300,Negru Voda,Constanta,Strada,Silozului,13,170,1700,1960,standard,43.81831993,28.22253408,60000,352.94
1301,Mangalia,Constanta,,,,126.5,400,2014,standard,43.81845442,28.57253192,88500,699.6
1302,Mangalia,Constanta,Strada,Soarelui,6,116.15,450,2007,standard,43.82500742,28.56799089,95000,817.91
1303,Chirnogeni,Constanta,,,,108.1,751,<1990,standard,43.89498563,28.2310009,20000,185.01
1304,Amzacea,Constanta,,,,108.1,751,<1990,standard,43.89520974,28.2348909,20000,185.01
1305,Amzacea,Constanta,,,,115,2700,<1990,standard,43.89562623,28.49556111,29990,260.78
1306,Negru Voda,Constanta,,,,65,4500,<1990,inferior,43.9488468,28.19253379,14500,223.08
1307,Costinesti,Constanta,Strada,Gradinilor,2A,241.5,130,2008,standard,43.94900361,28.6261843,115000,476.19
1308,Amzacea,Constanta,,,,65,4500,<1990,inferior,43.94948182,28.19183872,14500,223.08
1309,Chirnogeni,Constanta,,,,120,2558,1963,standard,43.94953702,28.19242409,17500,145.83
1310,Chirnogeni,Constanta,,,,65,4500,<1990,inferior,43.95011507,28.19380614,14500,223.08
1311,Amzacea,Constanta,,,,120,2558,1963,standard,43.95028085,28.18946132,17500,145.83
1312,Costinesti,Constanta,,,,675,800,2016,standard,43.95622473,28.63746925,275000,407.41
1313,Costinesti,Constanta,,,,600,450,2012,standard,43.95647187,28.6367826,290000,483.33
1314,23 August,Constanta,,,,150,172,2008,standard,43.95672455,28.63982384,75000,500
1315,23 August,Constanta,,,,282,300,2009,standard,43.95733259,28.63827245,135000,478.72
1316,Tuzla,Constanta,,,,177,637,2008,standard,44.00202162,28.63835326,100000,564.97
1317,Tuzla,Constanta,,,,150,510,>2000,standard,44.00239205,28.63697997,80000,533.33
1318,23 August,Constanta,,,,150,510,<2000,standard,44.00291273,28.63786426,80000,533.33
1319,Topraisar,Constanta,,,,138,1170,1999,standard,44.01003994,28.46025458,40000,289.86
1320,Topraisar,Constanta,,,,244.95,1400,1990,superior,44.01331159,28.45046989,52900,215.96
1321,Topraisar,Constanta,,,,172.5,500,>2000,standard,44.01479304,28.45424644,57000,330.43
1322,Topraisar,Constanta,Strada,Portitei,4,110,2652,<1990,inferior,44.01483282,28.45292367,50000,454.55
1323,Topraisar,Constanta,,,,72.24,2496,<1990,inferior,44.0169187,28.44808824,25000,346.07
1324,Eforie Sud,Constanta,,,,303,495,2004,standard,44.02491716,28.64715604,199000,656.77
1325,Eforie Sud,Constanta,,,,607,865,2007,standard,44.02491716,28.64715604,390000,642.5
1326,Eforie Sud,Constanta,,,,420,650,2007,standard,44.02528745,28.64715604,299000,711.9
1327,Topraisar,Constanta,,,,155.25,2000,2016,standard,44.03380161,28.38129035,42000,270.53
1328,Topraisar,Constanta,,,,172.5,1500,2015,standard,44.04774558,28.50385657,75500,437.68
1329,Tuzla,Constanta,,,,253,450,2008,standard,44.05474261,28.58982768,112000,442.69
1330,Eforie Nord,Constanta,,,,450,200,2000,standard,44.06349416,28.63556255,265000,588.89
1331,Eforie Nord,Constanta,,,,250,300,2010,standard,44.06448096,28.63556255,140000,560
1332,Eforie Nord,Constanta,Strada,Spiru Haret,,218.5,260,2012,standard,44.06617428,28.62489016,126500,578.95
1333,Oltina,Constanta,Strada,Scolii,1,69,1330,1960,inferior,44.10031559,27.67698269,5900,85.51
1334,Cumpana,Constanta,,,,350,1000,2000,standard,44.11313353,28.55814459,160000,457.14
1335,Cumpana,Constanta,,,,149.5,493,2012,standard,44.11325677,28.55659963,100000,668.9
1336,Cumpana,Constanta,,,,157.55,330,>2000,standard,44.11350327,28.55642797,94500,599.81
1337,Cumpana,Constanta,,,,157.55,330,>2000,standard,44.11350327,28.55642797,94500,599.81
1338,Cumpana,Constanta,,,,220,370,2008,standard,44.11350327,28.5567713,128000,581.82
1339,Cumpana,Constanta,,,,100,250,2004,standard,44.11485896,28.55814459,55000,550
1340,Constanta,Constanta,,,,389,400,2010,standard,44.14034633,28.62181013,360000,925.45
1341,Constanta,Constanta,,,,240,500,2005,standard,44.14333404,28.61702308,240000,1000
1342,Constanta,Constanta,,,,185,250,2010,standard,44.14363284,28.61628824,180000,972.97
1343,Constanta,Constanta,,,,80,217,1977,standard,44.16189611,28.63034475,62000,775
1344,Valu Lui Traian,Constanta,,,,98,799,1990,standard,44.16361249,28.46553328,81500,831.63
1345,Valu Lui Traian,Constanta,,,,70,500,<1990,standard,44.16385878,28.46450332,54000,771.43
1346,Constanta,Constanta,,,,60,104,2006,standard,44.16438865,28.63296539,70000,1166.67
1347,Valu Lui Traian,Constanta,,,,92,330,1990,standard,44.16459762,28.46553328,62000,673.91
1348,Valu Lui Traian,Constanta,,,,61,402,1999,inferior,44.16472076,28.46570495,40000,655.74
1349,Oltina,Constanta,,,,50,400,1990,inferior,44.16609851,27.6667374,6000,120
1350,Oltina,Constanta,,,,115,700,1950,standard,44.16804544,27.66623492,8000,69.57
1351,Oltina,Constanta,,,,103.5,1800,1995,standard,44.16964614,27.66623492,18000,173.91
1352,Medgidia,Constanta,,,,300,500,2011,superior,44.17046925,28.40795352,115000,383.33
1353,Constanta,Constanta,,,,184,350,2007,standard,44.17085267,28.60135209,195000,1059.78
1354,Constanta,Constanta,,,,227,197,2018,standard,44.17093895,28.60015869,239000,1052.86
1355,Constanta,Constanta,,,,90,175,1970,standard,44.17096982,28.60445291,65000,722.22
1356,Constanta,Constanta,,,,216,191,2007,standard,44.17100052,28.59861374,169000,782.41
1357,Constanta,Constanta,,,,177,233,2014,standard,44.17130689,28.60093832,209000,1180.79
1358,Constanta,Constanta,,,,70,160,<1990,standard,44.17167771,28.60230446,59000,842.86
1359,Constanta,Constanta,Strada,Caliman,13,95,250,<2000,inferior,44.17199862,28.61421422,55000,578.95
1360,Constanta,Constanta,Strada,Enachita Vacarescu,,61,170,1977,inferior,44.17320558,28.59983401,43000,704.92
1361,Medgidia,Constanta,,,,214,270,2018,inferior,44.17385579,28.40497151,73000,341.12
1362,Constanta,Constanta,,,,270,155,2002,standard,44.17397388,28.64250457,299000,1107.41
1363,Constanta,Constanta,,,,73,178,<2000,standard,44.17556773,28.61773318,59000,808.22
1364,Constanta,Constanta,,,,75,80,<2000,standard,44.17558053,28.61783993,50500,673.33
1365,Constanta,Constanta,,,,591,620,2012,standard,44.17566909,28.61777893,499800,845.69
1366,Constanta,Constanta,,,,200,270,2005,standard,44.18211585,28.64228071,338000,1690
1367,Constanta,Constanta,,,,384,319,2013,standard,44.18326305,28.6257274,340000,885.42
1368,Constanta,Constanta,,,,220,270,2004,standard,44.18479295,28.65291238,384000,1745.45
1369,Constanta,Constanta,,,,220,252,2010,standard,44.18719809,28.61506539,169000,768.18
1370,Constanta,Constanta,Strada,Vasile Lupu,,675,500,2010,standard,44.18731198,28.65243382,1100000,1629.63
1371,Constanta,Constanta,,,,320,250,2008,standard,44.19146238,28.65172099,350000,1093.75
1372,Constanta,Constanta,,,,220,270,2003,standard,44.19443625,28.64287139,185000,840.91
1373,Constanta,Constanta,,,,287,130,2006,standard,44.19740717,28.63917047,269000,937.28
1374,Constanta,Constanta,Strada,Aviator Ioan Muntenescu,,265.65,150,2003,standard,44.19847871,28.64576799,210000,790.51
1375,Medgidia,Constanta,,,,160,850,2017,inferior,44.20549561,28.39072659,56000,350
1376,Constanta,Constanta,,,,270,650,>2000,standard,44.21766235,28.60314131,265000,981.48
1377,Constanta,Constanta,Strada,Lisabona,,361,484,2007,standard,44.21801435,28.59731395,339000,939.06
1378,Constanta,Constanta,,,,200,250,2014,standard,44.2181237,28.60296965,219000,1095
1379,Constanta,Constanta,,,,345,980,>2000,standard,44.21827749,28.60331297,450000,1304.35
1380,Constanta,Constanta,Strada,Praga,4b,283,166,2011,standard,44.21903676,28.5981174,220000,777.39
1381,Constanta,Constanta,Strada,Lyon,,472,317,2008,standard,44.2190728,28.59784878,350000,741.53
1382,Cernavoda,Constanta,,,,142,210,1971,standard,44.24003675,28.27975057,50000,352.11
1383,Cernavoda,Constanta,,,,132,492,1996,standard,44.24005778,28.27937003,40000,303.03
1384,Lumina,Constanta,,,,126.5,450,1973,standard,44.28481747,28.56416864,53000,418.97
1385,Lumina,Constanta,Strada,Liliacului,,230,1200,1980,standard,44.29039555,28.56249147,70000,304.35
1386,Lumina,Constanta,Strada,Campului,,115,1660,1970,standard,44.29636839,28.55816555,41000,356.52
1387,Navodari,Constanta,,,,220,250,2007,superior,44.30724377,28.62600446,209900,954.09
1388,Navodari,Constanta,,,,450,500,2013,standard,44.30748945,28.62531781,384900,855.33
1389,Navodari,Constanta,,,,160,300,2019,standard,44.30847217,28.62600446,148000,925
1390,Navodari,Constanta,,,,207,250,2012,standard,44.31592319,28.60951725,125000,603.86
1391,Navodari,Constanta,,,,230,500,2014,standard,44.3180704,28.60512212,120000,521.74
1392,Navodari,Constanta,,,,80.5,180,2014,standard,44.32511798,28.61062224,46000,571.43
1393,Navodari,Constanta,,,,450,1200,2015,standard,44.32577221,28.60605996,245000,544.44
1394,Cernavoda,Constanta,Strada,Calarasi,24,112,377,<2000,standard,44.34470147,28.0345462,28000,250
1395,Mihail Kogalniceanu,Constanta,,,,240,400,2011,superior,44.35210138,28.48130181,145000,604.17
1396,Mihail Kogalniceanu,Constanta,,,,115,780,2014,standard,44.37031206,28.4613275,73000,634.78
1397,Mihail Kogalniceanu,Constanta,,,,103,400,2010,standard,44.37055748,28.46373076,81000,786.41
1398,Sita Buzaului,Covasna,,,,195.5,500,1968,inferior,45.58615797,25.99053403,35000,179.03
1399,Covasna,Covasna,,,,232.2,1100,1980,standard,45.65962162,26.06646478,98000,422.05
1400,Sita Buzaului,Covasna,,,,120,28000,1950,inferior,45.66204348,26.01570248,60000,500
1401,Intorsura Buzaului,Covasna,,,,230,500,<2000,inferior,45.66309654,26.01730941,33000,143.48
1402,Intorsura Buzaului,Covasna,Strada,Campului,,117,4885,<2000,standard,45.66333648,26.01713774,47836,408.85
1403,Sita Buzaului,Covasna,,Campului,,117,4885,<2000,inferior,45.66333648,26.01524947,47836,408.85
1404,Sita Buzaului,Covasna,,,,90,500,<2000,inferior,45.66347147,26.01525327,33000,366.67
1405,Intorsura Buzaului,Covasna,,,,115,200,<2000,inferior,45.69903036,25.85523346,25000,217.39
1406,Ilieni,Covasna,,,,200,2185,1999,standard,45.7190273,25.86008348,47000,235
1407,Ilieni,Covasna,,,,80.5,6100,<1977,standard,45.7337866,25.85989881,41000,509.32
1408,Ozun,Covasna,,,,1100,3000,2010,standard,45.74830849,25.76734552,250000,227.27
1409,Ozun,Covasna,,,,247,5800,2004,standard,45.7489168,25.76876306,108000,437.25
1410,Ozun,Covasna,,,,253,874,2013,superior,45.75053969,25.77090909,120000,474.31
1411,Ilieni,Covasna,,,,100,450,<2000,inferior,45.7506988,25.76301458,32900,329
1412,Ilieni,Covasna,,,,241.5,5800,>2000,standard,45.75077169,25.76318352,108000,447.2
1413,Ilieni,Covasna,,,,172.5,4600,>2000,superior,45.75103442,25.76297188,125000,724.64
1414,Baraolt,Covasna,,,,88,8470,2016,standard,45.75144397,25.83880665,75000,852.27
1415,Ozun,Covasna,,,,60,4700,<2000,inferior,45.76695002,25.92874532,17500,291.67
1416,Ozun,Covasna,,,,165.6,1700,1910,standard,45.76841609,25.80114925,75000,452.9
1417,Ozun,Covasna,,,,144,2400,>2000,superior,45.76976852,25.80205526,85000,590.28
1418,Baraolt,Covasna,,,,144,2400,2014,standard,45.76993003,25.80318699,85000,590.28
1419,Chichis,Covasna,,,,165.6,1700,<2000,standard,45.77031447,25.79977681,75000,452.9
1420,Ilieni,Covasna,,,,132.25,2400,>2000,superior,45.77074859,25.80021103,85000,642.72
1421,Covasna,Covasna,,,,42,710,<1990,inferior,45.7707567,26.12192603,14895,354.64
1422,Valea Mare,Covasna,,,,126.5,5100,1978,inferior,45.7708533,26.12433498,33500,264.82
1423,Ilieni,Covasna,,,,60,890,>2000,superior,45.79469357,25.77101325,50000,833.33
1424,Chichis,Covasna,,,,90,1000,<2000,standard,45.7968178,25.8522687,35000,388.89
1425,Ozun,Covasna,,,,59.8,1280,<2000,standard,45.79682311,25.85166693,34000,568.56
1426,Chichis,Covasna,,,,59.8,1280,<2000,standard,45.79736916,25.85179021,34000,568.56
1427,Valea Crisului,Covasna,,,,59.8,1280,<2000,standard,45.79760665,25.85154934,34000,568.56
1428,Bodoc,Covasna,,,,160,1600,2010,superior,45.81110262,25.79635175,95000,593.75
1429,Ghidfalau,Covasna,,,,160,1600,2010,superior,45.81110262,25.79635175,95000,593.75
1430,Moacsa,Covasna,,,,86.25,750,<2000,superior,45.81997358,26.00445871,40000,463.77
1431,Arcus,Covasna,,,,152,1000,>2000,standard,45.83287256,25.76740392,77000,506.58
1432,Sfantu Gheorghe,Covasna,,,,152,1000,>2000,standard,45.83308187,25.76830514,77000,506.58
1433,Sfantu Gheorghe,Covasna,,,,138,800,2011,standard,45.83313761,25.7677899,68000,492.75
1434,Moacsa,Covasna,,,,60,10000,<2000,standard,45.83464915,25.97480408,35000,583.33
1435,Ghidfalau,Covasna,,,,60,700,<2000,standard,45.83834838,25.58945821,35000,583.33
1436,Valea Mare,Covasna,,,,42.56,107,1999,inferior,45.83958577,25.92308371,8000,187.97
1437,Sfantu Gheorghe,Covasna,,,,345,570,>2000,superior,45.83989066,25.80337337,169000,489.86
1438,Covasna,Covasna,,,,115,980,<1990,inferior,45.84458942,26.16819603,42500,369.57
1439,Covasna,Covasna,,,,253,780,>2000,standard,45.84629011,26.18018394,95000,375.49
1440,Targu Secuiesc,Covasna,,,,410,300,>2000,standard,45.84642166,26.1773899,146800,358.05
1441,Covasna,Covasna,,,,220,600,2010,standard,45.84676842,26.18052726,62900,285.91
1442,Covasna,Covasna,,,,89.98,3415,<1990,inferior,45.84700757,26.18507629,50000,555.68
1443,Sanzieni,Covasna,,,,253,780,>2000,standard,45.84701655,26.17859771,95000,375.49
1444,Sanzieni,Covasna,Strada,Stefan cel Mare,86,220,600,2010,standard,45.85010291,26.1759155,62900,285.91
1445,Bodoc,Covasna,,,,184,3960,>2000,superior,45.85178651,25.68328191,118000,641.3
1446,Ghidfalau,Covasna,,,,184,3960,>2000,superior,45.85178651,25.68328191,118000,641.3
1447,Bodoc,Covasna,,,,262.2,800,2010,standard,45.85266179,25.68381956,129500,493.9
1448,Ghidfalau,Covasna,,,,262.2,800,2010,standard,45.85266179,25.68381956,129500,493.9
1449,Arcus,Covasna,,,,176,4430,<2000,inferior,45.85352547,25.68611233,118000,670.45
1450,Valea Mare,Covasna,,,,110,1500,1930,inferior,45.85377064,26.0175616,22000,200
1451,Valea Crisului,Covasna,,,,69,807,1998,standard,45.85405507,25.6847603,49900,723.19
1452,Moacsa,Covasna,,,,90,1000,<2000,standard,45.85446895,26.01766299,22000,244.44
1453,Sfantu Gheorghe,Covasna,Strada,Tigaretei,,355,991,2014,standard,45.85453202,25.78990553,189000,532.39
1454,Sfantu Gheorghe,Covasna,Strada,Tigaretei,,467.35,991,2014,superior,45.85453503,25.79273524,189000,404.41
1455,Covasna,Covasna,Strada,Iustinian Teculescu,,220,850,2010,standard,45.85454113,26.18930176,90000,409.09
1456,Sfantu Gheorghe,Covasna,,Tigaretei,,467.35,991,2014,standard,45.85508799,25.7853538,189000,404.41
1457,Sfantu Gheorghe,Covasna,,,,467.35,991,2014,standard,45.85626548,25.78245762,189000,404.41
1458,Sfantu Gheorghe,Covasna,,,,408.25,991,2014,superior,45.85659191,25.78215602,189000,462.95
1459,Sfantu Gheorghe,Covasna,,Kos Karoly,,92,300,<2000,standard,45.85859063,25.78234964,69000,750
1460,Sfantu Gheorghe,Covasna,,Banki Donath,33,100,300,<1977,inferior,45.8596915,25.78657959,45000,450
1461,Sfantu Gheorghe,Covasna,,Banki Donath,33,115,300,<1977,inferior,45.85976622,25.78662251,45000,391.3
1462,Sfantu Gheorghe,Covasna,,Banki Donath,33,115,300,<1977,inferior,45.85986335,25.7867298,45000,391.3
1463,Sfantu Gheorghe,Covasna,,Kos Karoly,,92,300,<1990,standard,45.85988641,25.78410529,69000,750
1464,Sfantu Gheorghe,Covasna,Strada,1 Decembrie 1918,51,326.6,300,<1990,inferior,45.86408267,25.79234089,149000,456.22
1465,Sfantu Gheorghe,Covasna,Strada,Vanatorilor,,300,600,>2000,standard,45.86482672,25.76669518,135000,450
1466,Sfantu Gheorghe,Covasna,,,,344,450,2004,standard,45.86505055,25.8098756,145000,421.51
1467,Sfantu Gheorghe,Covasna,,,,344,450,2004,standard,45.86513341,25.80969976,145000,421.51
1468,Sfantu Gheorghe,Covasna,,Mijlocului,16,115,450,<2000,standard,45.86518299,25.80975978,65000,565.22
1469,Covasna,Covasna,Strada,Mijlocului,,103.5,500,<1990,inferior,45.86523597,25.80851578,59000,570.05
1470,Sfantu Gheorghe,Covasna,Strada,Privighetorii,,368,511,2008,standard,45.86562615,25.76716046,176000,478.26
1471,Sfantu Gheorghe,Covasna,,Privighetorii,,368,511,2008,standard,45.86573074,25.7693706,176000,478.26
1472,Sfantu Gheorghe,Covasna,,Privighetorii,,320,511,2008,superior,45.86577557,25.76969246,176000,550
1473,Sfantu Gheorghe,Covasna,,Privighetorii,,320,500,2008,superior,45.86580545,25.77005724,176000,550
1474,Covasna,Covasna,Strada,Armata Romana,21,121.9,350,<1990,standard,45.86618562,25.80926352,68000,557.83
1475,Sfantu Gheorghe,Covasna,,Armata Romana,21,121.9,350,<2000,inferior,45.86624132,25.80810989,64000,525.02
1476,Sfantu Gheorghe,Covasna,,,,178.25,830,2010,standard,45.8665404,25.79579197,98000,549.79
1477,Sfantu Gheorghe,Covasna,Strada,Viorele,,310.5,439,>2000,standard,45.8665454,25.77422183,119900,386.15
1478,Sfantu Gheorghe,Covasna,,Toamnei,,88.55,540,1973,standard,45.86677694,25.81430186,57800,652.74
1479,Sfantu Gheorghe,Covasna,,,,178.25,830,2010,standard,45.86740167,25.7959614,98000,549.79
1480,Sfantu Gheorghe,Covasna,,Primaverii,36,138,700,<2000,superior,45.86811878,25.77405885,100000,724.64
1481,Sfantu Gheorghe,Covasna,,Ciucului,,96.6,300,<2000,superior,45.8682403,25.79196173,76000,786.75
1482,Sfantu Gheorghe,Covasna,,Ciucului,31,96.6,300,<1990,standard,45.8684025,25.79230982,76000,786.75
1483,Sfantu Gheorghe,Covasna,Strada,Ciucului,31,96.6,500,<1990,superior,45.86843238,25.79218107,76000,786.75
1484,Targu Secuiesc,Covasna,,,,106.95,835,1965,standard,45.88655625,26.19134174,50000,467.51
1485,Ghidfalau,Covasna,,,,230,4000,<2000,standard,45.90541122,25.84431481,69500,302.17
1486,Valea Crisului,Covasna,,,,90,2500,<2000,standard,45.91579662,25.77702676,70000,777.78
1487,Ghidfalau,Covasna,,,,82.8,382,<2000,standard,45.92220974,25.85152165,47990,579.59
1488,Turia,Covasna,,,,287.5,1381,2000,standard,45.93961799,26.12530652,129500,450.43
1489,Sanzieni,Covasna,,,,287.5,1381,2000,standard,45.93963753,26.1257716,129500,450.43
1490,Catalina,Covasna,,,,98.9,1000,<2000,standard,45.94016849,26.24211793,34500,348.84
1491,Cernat,Covasna,,,,98.9,1000,<2000,standard,45.94016849,26.24211793,34500,348.84
1492,Targu Secuiesc,Covasna,,,,287.5,1381,2000,standard,45.94066353,26.12684803,129500,450.43
1493,Arcus,Covasna,,,,586.5,6614,2010,standard,45.95561239,26.02848398,265000,451.83
1494,Sanzieni,Covasna,,,,38,100,<2000,inferior,45.96536146,26.15686512,19999,526.29
1495,Turia,Covasna,,,,75,1100,>2000,superior,45.96601435,26.15529313,63000,840
1496,Aita Mare,Covasna,,,,60,1012,<2000,standard,45.96643941,25.56411271,27000,450
1497,Belin,Covasna,,,,60,1012,<2000,standard,45.96643941,25.56411271,27000,450
1498,Aita Mare,Covasna,,,,120,250,<2000,standard,45.96655873,25.56359773,49500,412.5
1499,Belin,Covasna,,,,120,250,<2000,standard,45.96655873,25.56359773,49500,412.5
1500,Aita Mare,Covasna,,,,120,2400,<1990,standard,45.96691669,25.56342607,26000,216.67
1501,Belin,Covasna,,,,120,2400,<1990,standard,45.96691669,25.56342607,26000,216.67
1502,Arcus,Covasna,,,,200,2189,2007,standard,45.97107287,25.8460994,85000,425
1503,Targu Secuiesc,Covasna,,Curtea 72,1,90,6000,<2000,standard,45.99845292,26.13590944,70000,777.78
1504,Targu Secuiesc,Covasna,,,,120,350,<2000,standard,45.99894043,26.13800616,85000,708.33
1505,Catalina,Covasna,,,,38,100,<2000,inferior,45.99932478,26.13402736,19999,526.29
1506,Cernat,Covasna,,,,38,100,<2000,inferior,45.99932478,26.13402736,19999,526.29
1507,Targu Secuiesc,Covasna,,,,414,990,2002,inferior,46.00046082,26.13506646,125000,301.93
